fire,cso,poidse1,poidse2,poidse3,csa,v_wac,class_1,class_2,class_3,fire_bb,year
,6A,1,1,,6A,,Other,Other,Missing,,2022
,6H,1,1,,6H,,Other,Other,Missing,,2022
,6A,1,,,,,Other,Missing,Missing,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,7,1,1,,7,,Other,Other,Missing,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,1,1,,,,,closed,Missing,closed,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,7,1,1,,7,,Other,Other,Missing,,2022
,6A,1,8,,6H,,Other,Other,Missing,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,1,1,2.32727265357971,1,1,121.7264,closed,closed,closed,,2022
,3,1,,,,,Opened,Missing,Opened,,2022
,4L,1,8,,4L,,Lande,Lande,Lande,,2022
,3,1,,,,,Opened,Missing,Opened,,2022
,1,1,4.65454530715942,1,1,85.52708,closed,closed,closed,,2022
,1,1,,,,,closed,Missing,closed,,2022
,1,1,4.65454530715942,1,1,231.0837,closed,closed,closed,,2022
,1,1,,,,,closed,Missing,closed,,2022
,1,1,4.65454530715942,1,1,356.6172,closed,closed,closed,,2022
,1,1,,,,,closed,Missing,closed,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,1,1,,,,,closed,Missing,closed,,2022
,4L,1,,,,,Lande,Missing,Lande,,2022
,4L,1,,,,,Lande,Missing,Opened,,2022
,6H,1,1,,6H,,Other,Other,Lande,,2022
,7,1,1,,7,,Other,Other,Missing,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,7,1,1,,7,,Other,Other,Missing,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,6A,1,,,,,Other,Missing,Missing,,2022
,1,1,,,,,closed,Missing,closed,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,3,1,,,,,Opened,Missing,Opened,,2022
,1,1,,,,,closed,Missing,closed,,2022
,4L,1,,,,,Lande,Missing,Lande,,2022
,3,1,,,,,Opened,Missing,Opened,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,1,1,,,,,closed,Missing,closed,,2022
,1,1,,,,,closed,Missing,closed,,2022
,1,1,,,,,closed,Missing,closed,,2022
,1,1,,,,,closed,Missing,closed,,2022
,1,1,,,,,closed,Missing,Opened,,2022
,1,1,,,,,closed,Missing,closed,,2022
,1,1,,,,,closed,Missing,closed,,2022
,1,1,,,,,closed,Missing,closed,,2022
,3,1,4.65454530715942,1,1,1.363366,Opened,closed,Opened,,2022
,7,1,1,,7,,Other,Other,Missing,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,7,1,1,,7,,Other,Other,Missing,,2022
,1,1,,,,,closed,Missing,Opened,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,1,1,2.32727265357971,1,1,76.94567,closed,closed,Opened,,2022
,4L,1,,,,,Lande,Missing,Missing,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,3,1,,,,,Opened,Missing,Opened,,2022
,1,1,4.65454530715942,1,1,120.3459,closed,closed,closed,,2022
,1,1,,,,,closed,Missing,closed,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,1,1,,,,,closed,Missing,Lande,,2022
,3,1,4.65454530715942,1,1,,Opened,closed,closed,,2022
,1,1,,,,,closed,Missing,closed,,2022
,1,1,4.65454530715942,,7,,closed,Other,Opened,,2022
,1,1,,,,,closed,Missing,closed,,2022
,1,1,4.65454530715942,1,1,104.6348,closed,closed,closed,,2022
,1,1,,,,,closed,Missing,closed,,2022
,6A,1,1,,6A,,Other,Other,closed,,2022
,1,1,,,,,closed,Missing,closed,,2022
,1,1,,,,,closed,Missing,closed,,2022
,3,1,,,,,Opened,Missing,Lande,,2022
,1,1,,,,,closed,Missing,closed,,2022
,1,1,,,,,closed,Missing,closed,,2022
,4L,1,,,,,Lande,Missing,Lande,,2022
,9,1,,,,,Other,Missing,Missing,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,1,1,2.32727265357971,1,1,13.38217,closed,closed,closed,,2022
,1,1,,,,,closed,Missing,closed,,2022
,3,1,,,,,Opened,Missing,Lande,,2022
,1,1,,,,,closed,Missing,Opened,,2022
,1,1,,,,,closed,Missing,closed,,2022
,1,1,,,,,closed,Missing,closed,,2022
,1,1,,,,,closed,Missing,closed,,2022
,1,1,,,,,closed,Missing,closed,,2022
,1,1,,,,,closed,Missing,closed,,2022
,1,1,,,,,closed,Missing,Opened,,2022
,4L,1,,,,,Lande,Missing,Lande,,2022
,1,1,,,,,closed,Missing,closed,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,1,1,,,,,closed,Missing,closed,,2022
,1,1,,,,,closed,Missing,closed,,2022
,1,1,,,,,closed,Missing,closed,,2022
,1,1,,,,,closed,Missing,closed,,2022
,1,1,,,,,closed,Missing,closed,,2022
,1,1,,,,,closed,Missing,closed,,2022
,1,1,,,,,closed,Missing,closed,,2022
,1,1,4.65454530715942,1,1,109.5843,closed,closed,closed,,2022
,1,1,,,,,closed,Missing,closed,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,1,1,,,,,closed,Missing,closed,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,7,1,1,,7,,Other,Other,Missing,,2022
,1,1,,,,,closed,Missing,closed,,2022
,1,1,2.32727265357971,1,3,1.656278,closed,Other,Lande,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,1,1,4.65454530715942,1,1,95.0461,closed,closed,closed,,2022
,1,1,,,,,closed,Missing,closed,,2022
,1,1,4.65454530715942,1,1,205.3371,closed,closed,closed,,2022
,6A,1,1,,6A,,Other,Other,Lande,,2022
,1,1,4.65454530715942,1,1,733.9655,closed,closed,closed,,2022
,1,1,,,,,closed,Missing,closed,,2022
,1,1,4.65454530715942,1,1,81.39101,closed,closed,closed,,2022
,7,1,1,,7,,Other,Other,closed,,2022
,1,1,4.65454530715942,1,1,153.9384,closed,closed,closed,,2022
,1,1,,,,,closed,Missing,closed,,2022
,1,1,4.65454530715942,1,1,353.4955,closed,closed,closed,,2022
,1,1,,,,,closed,Missing,closed,,2022
,1,1,4.65454530715942,1,1,132.0334,closed,closed,closed,,2022
,1,1,,,,,closed,Missing,closed,,2022
,1,1,4.65454530715942,1,1,59.60481,closed,closed,closed,,2022
,1,1,,,,,closed,Missing,closed,,2022
,3,1,4.65454530715942,,3,,Opened,Opened,Lande,,2022
,3,1,,,,,Opened,Missing,closed,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,9,1,,,,,Other,Missing,Missing,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,7,1,1,,7,,Other,Other,Missing,,2022
,1,1,2.32727265357971,1,1,4.254906,closed,closed,closed,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,1,1,2.32727265357971,1,1,30.30915,closed,closed,closed,,2022
,1,1,,,,,closed,Missing,Opened,,2022
,1,1,,,,,closed,Missing,closed,,2022
,1,1,,,,,closed,Missing,closed,,2022
,1,1,,,,,closed,Missing,closed,,2022
,1,1,,,,,closed,Missing,closed,,2022
,4L,1,,,,,Lande,Missing,Opened,,2022
,1,1,,,,,closed,Missing,closed,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,1,1,,,,,closed,Missing,closed,,2022
,1,1,,,,,closed,Missing,closed,,2022
,1,1,,,,,closed,Missing,closed,,2022
,1,1,,,,,closed,Missing,closed,,2022
,1,1,,,,,closed,Missing,closed,,2022
,6H,1,1,,6H,,Other,Other,Lande,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,1,1,,,,,closed,Missing,closed,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,1,1,,,,,closed,Missing,closed,,2022
,3,1,4.65454530715942,1,1,,Opened,closed,Opened,,2022
,3,1,,,,,Opened,Missing,Opened,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,1,1,,,,,closed,Missing,closed,,2022
,1,1,,,,,closed,Missing,closed,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,1,1,4.65454530715942,1,1,640.7397,closed,closed,closed,,2022
,1,1,,,,,closed,Missing,closed,,2022
,3,1,4.65454530715942,1,3,1.413618,Opened,Opened,Lande,,2022
,1,1,,,,,closed,Missing,closed,,2022
,1,1,4.65454530715942,1,1,,closed,closed,Lande,,2022
,1,1,4.65454530715942,1,1,324.3293,closed,closed,closed,,2022
,1,1,,,,,closed,Missing,closed,,2022
,1,1,4.65454530715942,1,1,284.0842,closed,closed,closed,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,1,1,2.32727265357971,1,1,82.01531,closed,closed,Missing,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,3,1,,,,,Opened,Missing,Lande,,2022
,4L,1,,,,,Lande,Missing,Missing,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,3,1,,,,,Opened,Missing,Opened,,2022
,6A,1,,,,,Other,Missing,Missing,,2022
,7,1,1,,7,,Other,Other,Missing,,2022
,1,1,,,,,closed,Missing,closed,,2022
,1,1,,,,,closed,Missing,closed,,2022
,1,1,,,,,closed,Missing,closed,,2022
,1,1,,,,,closed,Missing,closed,,2022
,1,1,,,,,closed,Missing,closed,,2022
,1,1,,,,,closed,Missing,Opened,,2022
,4L,1,4,,6A,,Lande,Lande,Missing,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,6A,1,1,,6A,,Other,Other,Missing,1,2022
,6A,1,1,,6A,,Other,Other,Missing,1,2022
,4L,1,,,,,Lande,Missing,Lande,1,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,1,1,,,,,closed,Missing,closed,,2022
,1,1,4.65454530715942,1,1,43.70902,closed,closed,Opened,,2022
,1,1,,,,,closed,Missing,closed,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,1,1,,,,,closed,Missing,closed,,2022
,1,1,4.65454530715942,1,1,60.74081,closed,closed,closed,,2022
,1,1,,,,,closed,Missing,closed,,2022
,1,1,4.65454530715942,1,1,496.6003,closed,closed,closed,,2022
,1,1,,,,,closed,Missing,closed,,2022
,1,1,4.65454530715942,1,1,234.4068,closed,closed,closed,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,6A,1,,,,,Other,Missing,Missing,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,6A,1,1,,6A,,Other,Other,Missing,1,2022
,3,1,,,,,Opened,Missing,closed,1,2022
,3,1,,,,,Opened,Missing,closed,1,2022
,3,1,,,,,Opened,Missing,Lande,1,2022
,1,1,,,,,closed,Missing,closed,1,2022
,1,1,,,,,closed,Missing,closed,,2022
,1,1,,,,,closed,Missing,closed,,2022
,3,1,,,,,Opened,Missing,Lande,,2022
,1,1,,,,,closed,Missing,closed,,2022
,1,1,,,,,closed,Missing,closed,,2022
,1,1,,,,,closed,Missing,closed,,2022
,1,1,,,,,closed,Missing,closed,,2022
,1,1,,,,,closed,Missing,closed,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,6H,1,1,,6H,,Other,Other,Missing,1,2022
1,3,1,2.32727265357971,1,3,8.140402,Opened,Opened,Lande,1,2022
,6A,1,1,,6A,,Other,Other,Missing,1,2022
1,1,1,,,,,closed,Missing,Opened,1,2022
,6A,1,1,,6A,,Other,Other,Missing,1,2022
,1,1,2.32727265357971,1,1,27.32725,closed,closed,closed,1,2022
,1,1,,,,,closed,Missing,closed,1,2022
,1,1,4.65454530715942,1,1,70.18389,closed,closed,closed,1,2022
,1,1,,,,,closed,Missing,closed,1,2022
,1,1,4.65454530715942,1,1,56.16683,closed,closed,closed,,2022
,1,1,,,,,closed,Missing,closed,,2022
,1,1,2.32727265357971,1,1,46.96809,closed,closed,closed,,2022
,4L,1,,,,,Lande,Missing,Lande,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,6A,1,1,,6A,,Other,Other,Missing,1,2022
,7,1,1,,7,,Other,Other,Missing,1,2022
,6A,1,1,,6A,,Other,Other,Missing,1,2022
,6A,1,1,,6A,,Other,Other,Missing,1,2022
1,6A,1,1,,6A,,Other,Other,Missing,1,2022
,1,1,,,,,closed,Missing,closed,1,2022
,6A,1,1,,6A,,Other,Other,Missing,1,2022
,6A,1,1,,6A,,Other,Other,Missing,1,2022
,1,1,,,,,closed,Missing,closed,1,2022
,6A,1,1,,6A,,Other,Other,Missing,1,2022
,1,1,,,,,closed,Missing,closed,,2022
,1,1,,,,,closed,Missing,closed,,2022
,1,1,,,,,closed,Missing,closed,,2022
,6A,1,1,,6A,,Other,Other,Lande,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,6A,1,,,,,Other,Missing,Missing,1,2022
,6A,1,1,,6A,,Other,Other,Missing,1,2022
,4L,1,8,1,3,7.271557,Lande,Lande,Lande,1,2022
,6A,1,1,,6A,,Other,Other,Missing,1,2022
,6A,1,1,,6A,,Other,Other,Missing,1,2022
1,3,1,,,,,Opened,Missing,Opened,1,2022
,1,1,4.65454530715942,1,1,6.808594,closed,closed,closed,1,2022
,1,1,,,,,closed,Missing,closed,1,2022
,1,1,4.65454530715942,1,1,54.06066,closed,closed,closed,1,2022
,1,1,,,,,closed,Missing,closed,,2022
,1,1,4.65454530715942,1,1,55.10892,closed,closed,closed,,2022
,3,1,,,,,Opened,Missing,closed,,2022
,1,1,1,,1,,closed,closed,Missing,,2022
,3,1,,,,,Opened,Missing,Lande,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,6A,1,,,,,Other,Missing,Missing,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,6A,1,,,,,Other,Missing,Missing,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,6A,1,1,,6A,,Other,Other,Missing,1,2022
,6A,1,1,,6A,,Other,Other,Missing,1,2022
,4L,1,,,,,Lande,Missing,Lande,1,2022
,6A,1,1,,6A,,Other,Other,Missing,1,2022
1,4L,1,,,,,Lande,Missing,Lande,1,2022
,7,1,1,,7,,Other,Other,Missing,1,2022
,3,1,,,,,Opened,Missing,Opened,1,2022
,1,1,,,,,closed,Missing,closed,1,2022
,1,1,,,,,closed,Missing,Missing,1,2022
,1,1,,,,,closed,Missing,closed,,2022
,4L,1,,,,,Lande,Missing,Lande,,2022
,1,1,,,,,closed,Missing,closed,,2022
,4L,1,,,,,Lande,Missing,Lande,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,6A,1,1,,6A,,Other,Other,Missing,1,2022
,6A,1,1,,6A,,Other,Other,Missing,1,2022
,6A,1,1,,6A,,Other,Other,Missing,1,2022
,6A,1,,,,,Other,Missing,Missing,1,2022
,1,1,,,,,closed,Missing,Opened,1,2022
1,3,1,,,,,Opened,Missing,Opened,1,2022
1,4L,1,,,,,Lande,Missing,Lande,1,2022
,4L,1,4,,4L,,Lande,Lande,Lande,1,2022
,3,1,,,,,Opened,Missing,closed,1,2022
,3,1,,,,,Opened,Missing,closed,1,2022
,1,1,,,,,closed,Missing,Lande,,2022
,4L,1,4,,4L,,Lande,Lande,Lande,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,3,1,4.65454530715942,,4L,,Opened,Opened,Lande,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,7,1,,,,,Other,Missing,Missing,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,1,1,,,,,closed,Missing,Missing,,2022
,4L,1,,,,,Lande,Missing,Lande,1,2022
,1,1,1,,1,,closed,closed,Missing,1,2022
,6A,1,1,,6A,,Other,Other,Missing,1,2022
,6A,1,1,,6A,,Other,Other,Missing,1,2022
,6A,1,,,,,Other,Missing,Missing,1,2022
,4L,1,,,,,Lande,Missing,Opened,1,2022
1,3,1,,,,,Opened,Missing,Lande,1,2022
,4L,1,,,,,Lande,Missing,Lande,1,2022
,1,1,,,,,closed,Missing,closed,1,2022
,1,1,,,,,closed,Missing,closed,,2022
,1,1,,,,,closed,Missing,Opened,,2022
,4L,1,,,,,Lande,Missing,Lande,,2022
,1,1,2.32727265357971,1,1,109.5579,closed,closed,closed,,2022
,4L,1,,,,,Lande,Missing,Lande,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,6A,1,,,,,Other,Missing,Missing,,2022
,1,1,,,,,closed,Missing,Opened,,2022
,3,1,,,,,Opened,Missing,Opened,1,2022
,6A,1,1,,6A,,Other,Other,Missing,1,2022
,1,1,,,,,closed,Missing,closed,1,2022
,4L,1,4,,4L,,Lande,Lande,Opened,1,2022
,6A,1,1,,6A,,Other,Other,Lande,1,2022
,1,1,4.65454530715942,1,3,18.2029,closed,Other,Lande,1,2022
1,6A,1,,,,,Other,Missing,Missing,1,2022
1,4L,1,8,1,1,,Lande,closed,Lande,1,2022
,6A,1,1,,6A,,Other,Other,Missing,1,2022
,1,1,2.32727265357971,1,1,5.786955,closed,closed,closed,,2022
,1,1,,,,,closed,Missing,Opened,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,7,1,1,,7,,Other,Other,Missing,1,2022
,4L,1,,,,,Lande,Missing,Lande,1,2022
,4L,1,,,,,Lande,Missing,Lande,1,2022
1,3,1,2.32727265357971,1,1,,Opened,closed,Opened,1,2022
,1,1,,,,,closed,Missing,closed,1,2022
,6A,1,1,,6A,,Other,Other,Missing,1,2022
,1,1,,,,,closed,Missing,Missing,1,2022
,3,1,,,,,Opened,Missing,Opened,1,2022
1,3,1,,,,,Opened,Missing,Lande,1,2022
,3,1,,,,,Opened,Missing,Missing,1,2022
,3,1,,,,,Opened,Missing,Lande,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,7,1,1,,7,,Other,Other,Missing,1,2022
,6A,1,1,,6A,,Other,Other,Missing,1,2022
,4L,1,4,1,3,,Lande,Lande,Opened,1,2022
,9,1,1,,9,,Other,Other,Missing,1,2022
,9,1,1,,9,,Other,Other,Missing,1,2022
,6A,1,1,,6A,,Other,Other,Missing,1,2022
,1,1,,,,,closed,Missing,closed,1,2022
,3,1,,,,,Opened,Missing,Opened,1,2022
,3,1,4.65454530715942,1,3,5.900256,Opened,Opened,Lande,1,2022
,4L,1,,,,,Lande,Missing,Lande,,2022
,1,1,4.65454530715942,1,1,4.768962,closed,closed,closed,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,6A,1,1,,6A,,Other,Other,Lande,1,2022
,9,1,1,,9,,Other,Other,Missing,1,2022
,9,1,1,,9,,Other,Other,Missing,1,2022
,1,1,2.32727265357971,1,1,32.9244,closed,closed,closed,1,2022
,7,1,1,,7,,Other,Other,Missing,1,2022
,7,1,1,,7,,Other,Other,Missing,1,2022
,4L,1,,,,,Lande,Missing,Lande,1,2022
,3,1,,,,,Opened,Missing,Opened,,2022
,1,1,,,,,closed,Missing,closed,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,1,1,2.32727265357971,1,1,26.25055,closed,closed,closed,,2022
,1,1,,,,,closed,Missing,Missing,,2022
,4L,1,8,1,3,,Lande,Lande,Opened,,2022
,1,1,,,,,closed,Missing,closed,,2022
,4L,1,,,,,Lande,Missing,closed,,2022
,4L,1,,,,,Lande,Missing,Lande,,2022
,9,1,1,,9,,Other,Other,Missing,,2022
,9,1,1,,9,,Other,Other,Missing,1,2022
,4L,1,,,,,Lande,Missing,Lande,1,2022
,1,1,,,,,closed,Missing,closed,1,2022
,6A,1,1,,6A,,Other,Other,Missing,1,2022
,7,1,1,,7,,Other,Other,Missing,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,1,1,,,,,closed,Missing,closed,,2022
,3,1,,,,,Opened,Missing,Lande,,2022
,4L,1,,,,,Lande,Missing,Lande,,2022
,1,1,2.32727265357971,1,1,22.95152,closed,closed,closed,,2022
,7,1,1,,7,,Other,Other,Missing,,2022
,9,1,1,,9,,Other,Other,Missing,,2022
,8,1,1,,8,,Other,Other,Missing,,2022
,8,1,1,,8,,Other,Other,Missing,,2022
,4L,1,,,,,Lande,Missing,Opened,,2022
,9,1,1,,9,,Other,Other,Missing,1,2022
,6H,1,1,,6H,,Other,Other,Lande,,2022
,9,1,1,,9,,Other,Other,Missing,,2022
,7,1,1,,7,,Other,Other,Missing,,2022
,3,1,,,,,Opened,Missing,Missing,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,4L,1,,,,,Lande,Missing,Lande,,2022
,8,1,1,,8,,Other,Other,Missing,,2022
,4L,1,,,,,Lande,Missing,Lande,,2022
,9,1,1,,9,,Other,Other,Missing,,2022
,9,1,1,,9,,Other,Other,Missing,,2022
,6A,1,1,,6A,,Other,Other,Missing,,2022
,1,1,,,,,closed,Missing,closed,,2022
,1,1,,,,,closed,Missing,closed,,2022
,7,1,1,,7,,Other,Other,Missing,,2022
,1,1,4.65454530715942,1,1,217.684,closed,closed,closed,,2022
,3,1,,,,,Opened,Missing,closed,,2023
,6A,1,1,,6A,,Other,Other,Missing,,2023
,6A,1,1,,6A,,Other,Other,Missing,,2023
,6A,1,1,,6A,,Other,Other,Missing,,2023
,1,1,1,,1,,closed,closed,Missing,,2023
,6A,1,1,,6A,,Other,Other,Missing,,2023
,7,1,1,,7,,Other,Other,Missing,,2023
,6A,1,1,,6A,,Other,Other,Missing,,2023
,1,1,,,,,closed,Missing,Missing,,2023
,6A,1,1,,6A,,Other,Other,Missing,,2023
,1,1,,,,,closed,Missing,closed,,2023
,6A,1,1,,6A,,Other,Other,Missing,,2023
,1,1,,,,,closed,Missing,closed,,2023
,6A,1,1,,6A,,Other,Other,Missing,,2023
,9,1,1,,9,,Other,Other,Missing,,2023
,4L,1,4,,4L,,Lande,Lande,Missing,,2023
,6A,1,1,,6A,,Other,Other,Missing,,2023
,6A,1,1,,6A,,Other,Other,Missing,,2023
,6A,1,1,,6A,,Other,Other,Missing,,2023
,6A,1,1,,6A,,Other,Other,Missing,,2023
,6A,1,1,,6A,,Other,Other,Missing,,2023
,6A,1,1,,6A,,Other,Other,Missing,,2023
,6A,1,1,,6A,,Other,Other,Missing,,2023
,6A,1,1,,6A,,Other,Other,Missing,,2023
,6A,1,1,,6A,,Other,Other,Missing,,2023
,6A,1,1,,6A,,Other,Other,Missing,,2023
,6A,1,1,,6A,,Other,Other,Missing,,2023
,6A,1,1,,6A,,Other,Other,Missing,,2023
,1,1,,,,,closed,Missing,closed,,2023
,7,1,1,,7,,Other,Other,Missing,,2023
,6H,1,1,,6H,,Other,Other,Missing,,2023
,6A,1,1,,6A,,Other,Other,Missing,,2023
,4L,1,,,,,Lande,Missing,Lande,,2023
,1,1,4.57142877578735,1,1,61.29336,closed,closed,closed,,2023
,6A,1,1,,6A,,Other,Other,Missing,,2023
,1,1,4.57142877578735,1,1,146.5129,closed,closed,closed,,2023
,6A,1,1,,6A,,Other,Other,Missing,,2023
,6A,1,1,,6A,,Other,Other,Missing,,2023
,6A,1,1,,6A,,Other,Other,Missing,,2023
,6A,1,1,,6A,,Other,Other,Missing,,2023
,6A,1,1,,6A,,Other,Other,Missing,,2023
,6A,1,1,,6A,,Other,Other,Missing,,2023
,6A,1,1,,6A,,Other,Other,Missing,,2023
,6A,1,1,,6A,,Other,Other,Missing,,2023
,1,1,,,,,closed,Missing,closed,,2023
,1,1,,,,,closed,Missing,Missing,,2023
,3,1,,,,,Opened,Missing,Opened,,2023
,6A,1,,,,,Other,Missing,Missing,,2023
,1,1,,,,,closed,Missing,closed,,2023
,1,1,4.57142877578735,1,1,322.968,closed,closed,closed,,2023
,6A,1,1,,6A,,Other,Other,Missing,,2023
,1,1,2.28571438789368,,6A,,closed,Other,Missing,,2023
,6A,1,,,,,Other,Missing,Missing,,2023
,6A,1,1,,6A,,Other,Other,Missing,,2023
,6A,1,1,,6A,,Other,Other,Missing,,2023
,1,1,,,,,closed,Missing,closed,,2023
,6A,1,1,,6A,,Other,Other,Missing,,2023
,3,1,4.57142877578735,1,3,8.299716,Opened,Opened,Opened,,2023
,1,1,,,,,closed,Missing,closed,,2023
,1,1,4.57142877578735,,7,,closed,Other,Opened,,2023
,1,1,,,,,closed,Missing,closed,,2023
,1,1,,,,,closed,Missing,closed,,2023
,6A,1,1,,6A,,Other,Other,Missing,,2023
,7,1,1,,7,,Other,Other,Missing,,2023
,1,1,1,,1,,closed,closed,Missing,,2023
,7,1,1,,7,,Other,Other,Missing,,2023
,6A,1,1,,6A,,Other,Other,Missing,,2023
,6A,1,1,,6A,,Other,Other,Missing,,2023
,1,1,,,,,closed,Missing,closed,,2023
,6A,1,1,,6A,,Other,Other,Missing,,2023
,6A,1,1,,6A,,Other,Other,closed,,2023
,,1,1,,,,,Missing,Missing,,2023
,6A,1,,,,,Other,Missing,Missing,,2023
,1,1,2.28571438789368,1,1,217.4503,closed,closed,closed,,2023
,6A,1,1,,6A,,Other,Other,Missing,,2023
,6A,1,1,,6A,,Other,Other,Missing,,2023
,7,1,1,,7,,Other,Other,Missing,,2023
,7,1,1,,7,,Other,Other,Missing,,2023
,6A,1,,,,,Other,Missing,Missing,,2023
,6A,1,1,,6A,,Other,Other,Missing,,2023
,6A,1,1,,6A,,Other,Other,Missing,,2023
,6A,1,1,,6A,,Other,Other,Missing,,2023
,6A,1,1,,6A,,Other,Other,Missing,,2023
,6A,1,8,,6A,,Other,Other,Missing,,2023
,1,1,,,,,closed,Missing,closed,,2023
,6A,1,1,,6A,,Other,Other,Missing,,2023
,6A,1,1,,6A,,Other,Other,Missing,,2023
,1,1,,,,,closed,Missing,closed,,2023
,6A,1,1,,6A,,Other,Other,Missing,,2023
,6H,1,1,,6H,,Other,Other,Missing,,2023
,6A,1,1,,6A,,Other,Other,Missing,,2023
,6A,1,1,,6A,,Other,Other,Missing,,2023
,6A,1,1,,6A,,Other,Other,Missing,,2023
,4L,1,,,,,Lande,Missing,Lande,,2023
,1,1,,,,,closed,Missing,closed,,2023
